"Section"	"section_id"	"req_id"	"full_key"	"key_as_number"	"Test Availability"	"Annotation?"	"New Req for S?"	"New CTS for S?"	"class_def"	"method"	"module"	"Comment(internal) e.g. why a test is not possible"	"Comment (external)"	"New vs Updated(Q)"	"CTS Bug Id"	"CDD Bug Id"	"CDD CL"	"Area"	"Shortened"	"Test Level"	""	"external version"	""	""	""
""	"3.2.3.5"	"C-2-1"	"3.2.3.5/C-2-1"	"03020305.670201"	"Test Available"	""	""	""	"android.content.cts.AvailableIntentsTest"	"testChangeDefaultSmsApplication"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework (UI)"	"Framework"	"1"	""	""	""	""	""
""	"3.2.3.5"	"C-2-2"	"3.2.3.5/C-2-2"	"03020305.670202"	"Test Available"	""	""	""	"android.content.cts.AvailableIntentsTest"	"testChangeDefaultDialer"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework (UI)"	"Framework"	"1"	""	""	""	""	""
""	"3.2.3.5"	"C-2-3"	"3.2.3.5/C-2-3"	"03020305.670203"	"Test Available"	""	""	""	"com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity"	"com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity.*"	"CtsTelecomTestCases"	""	""	""	""	""	""	"Framework (UI)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.3.5"	"C-2-4"	"3.2.3.5/C-2-4"	"03020305.670204"	"Test Available"	""	""	""	"android.telecom.cts.CallRedirectionServiceTest"	"android.telecom.cts.CallRedirectionServiceTest.*"	"CtsTelecomTestCases"	""	""	"New in Q"	"135549460"	"124124880"	"7006472"	"Connectivity (Wifi / Telephony / Modem)"	"Connectivity"	"2"	""	""	""	""	""
""	"3.2.3.5"	"C-2-5"	"3.2.3.5/C-2-5"	"03020305.670205"	"Test Available"	""	""	""	"android.telecom.cts.CallRedirectionServiceTest"	"rememberPreviousCallRedirectionApp()"	"CtsTelecomTestCases"	""	""	"New in Q"	"135549460"	"124124880"	"7006472"	"Connectivity (Wifi / Telephony / Modem)"	"Connectivity"	"2"	""	""	""	""	""
""	"3.2.3.5"	"C-2-6"	"3.2.3.5/C-2-6"	"03020305.670206"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-3-1"	"3.2.3.5/C-3-1"	"03020305.670301"	"Test Available"	""	""	""	"android.content.cts.AvailableIntentsTest"	"testTapAndPaySettings"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework (UI)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.3.5"	"C-3-2"	"3.2.3.5/C-3-2"	"03020305.670302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-4-1"	"3.2.3.5/C-4-1"	"03020305.670401"	"Test Available"	""	""	""	"android.content.cts.AvailableIntentsTest"	"testVoiceInputSettingsIntent"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework(Settings UI)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.3.5"	"C-5-1"	"3.2.3.5/C-5-1"	"03020305.670501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-5-2"	"3.2.3.5/C-5-2"	"03020305.670502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-6-1"	"3.2.3.5/C-6-1"	"03020305.670601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-7-1"	"3.2.3.5/C-7-1"	"03020305.670701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-8-1"	"3.2.3.5/C-8-1"	"03020305.670801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.5"	"C-9-1"	"3.2.3.5/C-9-1"	"03020305.670901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.4"	"C-1-1"	"3.2.4/C-1-1"	"03020400.670101"	"Test Available"	""	""	""	"android.server.cts.ActivityManagerDisplayTests"	"testMultiDisplayDisabled"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.4"	"C-1-2"	"3.2.4/C-1-2"	"03020400.670102"	"Test Available"	""	""	""	"android.server.cts.ActivityManagerDisplayTests"	"public void.*"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.4"	"C-1-3"	"3.2.4/C-1-3"	"03020400.670103"	"Test Available"	""	""	""	"android.server.cts.ActivityManagerDispalyTests"	"testConsequentLaunchActivity()"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.4"	"C-1-4"	"3.2.4/C-1-4"	"03020400.670104"	"Test Available"	""	""	""	"android.server.cts.ActivityManagerDispalyTests"	"testContentDestroyedOnDisplayRemoved()"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.2.4"	"C-1-5"	"3.2.4/C-1-5"	"03020400.670105"	"Test Missing"	""	""	""	""	""	""	""	""	"New in Q"	"139317147"	"124445210"	"7537140"	"Framework(Activity/Window Manager)"	"Framework"	"0"	""	""	""	""	""
""	"3.2.4"	"C-3-1"	"3.2.4/C-3-1"	"03020400.670301"	"Test Available"	""	""	""	"android.server.cts.ActivityManagerDispalyTests android.server.wm.MultiDisplayPrivateDisplayTests"	"testPermissionLaunchFromDifferentApp() testCannotLaunchOnPrivateDisplay"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-1"	"3.3.1/C-0-1"	"03030100.670001"	"Test Available"	""	""	""	"android.jni.cts.*"	"android.jni.cts.*"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"1"	""	""	""	""	""
""	"3.3.1"	"C-0-10"	"3.3.1/C-0-10"	"03030100.670010"	"Test Available"	""	""	""	"android.jni.cts.JniStaticTest"	"testLinkerNameSpaces"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-11"	"3.3.1/C-0-11"	"03030100.670011"	"Test Available"	""	""	""	"android.jni.cts.JniStaticTest"	"testLinkerNameSpaces"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.3.1"	"C-0-12"	"3.3.1/C-0-12"	"03030100.670012"	"Test Available"	""	""	""	"CtsDeqpTests"	"CtsDeqpTests"	"CtsDeqpTestCases"	""	""	""	""	""	""	"Graphics"	"Graphics"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-2"	"3.3.1/C-0-2"	"03030100.670002"	"Test Available"	""	""	""	"android.jni.cts.JniInstanceTest android.jni.cts.JniCppTest android.jni.cts.JniStaticTest"	"public void .*"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-3"	"3.3.1/C-0-3"	"03030100.670003"	"Test Available"	""	""	""	"CtsDeqpTests"	"CtsDeqpTests"	"CtsDeqpTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.3.1"	"C-0-5"	"3.3.1/C-0-5"	"03030100.670005"	"Test Available"	""	""	""	"android.os.cts.BuildTest"	"testCpuAbi_valuesMatchPermitted()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-6"	"3.3.1/C-0-6"	"03030100.670006"	"Test Available"	""	""	""	"android.os.cts.BuildTest"	"testCpuAbi_valuesMatchPermitted()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-7"	"3.3.1/C-0-7"	"03030100.670007"	"Test Available"	""	""	""	"android.os.cts.CpuFeaturesTest."	"testArmCpuinfo()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-8"	"3.3.1/C-0-8"	"03030100.670008"	"Test Available"	""	""	""	"android.jni.cts.JniStaticTest"	"testLinkerNameSpaces"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.1"	"C-0-9"	"3.3.1/C-0-9"	"03030100.670009"	"Test Available"	""	""	""	"android.jni.cts.JniStaticTest"	"testLinkerNameSpaces"	"CtsJniTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.2"	"C-2-1"	"3.3.2/C-2-1"	"03030200.670201"	"Test Available"	""	""	""	"android.os.cts.CpuFeaturesTest"	"testArmCpuInfo()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.2"	"C-2-2"	"3.3.2/C-2-2"	"03030200.670202"	"Test Available"	""	""	""	"android.os.cts.CpuInstructionTest"	"testEmulatedArmCpuFeatures()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.2"	"C-2-3"	"3.3.2/C-2-3"	"03030200.670203"	"Test Available"	""	""	""	"android.os.cts.CpuFeaturesTest."	"testArmCpuinfo()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.3.2"	"C-3-1"	"3.3.2/C-3-1"	"03030200.670301"	"Test Available"	""	""	""	"android.os.cts.BuildTest"	"testCpuAbi_valuesMatchPermitted()"	"CtsOsTestCases"	""	""	""	""	""	""	"Framework(Native Compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.4.1"	"A-0-1"	"3.4.1/A-0-1"	"03040100.650001"	"Test Available"	""	""	""	"android.webkit.cts.*"	"public void.*"	"CtsWebkitTestCases"	""	""	""	""	""	""	"Webview"	"Webview"	"1"	""	""	""	""	""
""	"3.4.1"	"C-1-1"	"3.4.1/C-1-1"	"03040100.670101"	"Not testable"	""	""	""	""	""	""	"Not Testable standalone. Webview tests are gated by this flag"	""	""	""	""	""	"Webview"	"Webview"	"-1"	""	""	""	""	""
""	"3.4.1"	"C-1-2"	"3.4.1/C-1-2"	"03040100.670102"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Webview"	"Webview"	"-1"	""	""	""	""	""
""	"3.4.1"	"C-1-3"	"3.4.1/C-1-3"	"03040100.670103"	"Test Available"	""	""	""	"android.webkit.cts.WebSettingsTest"	"testUserAgentString_default()"	"CtsWebkitTestCases"	"Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled"	""	""	"138870530"	""	""	"Webview"	"Webview"	"2"	""	""	""	""	""
""	"3.4.1"	"C-1-4"	"3.4.1/C-1-4"	"03040100.670104"	"Test Available"	""	""	""	"android.webkit.cts.WebViewRendererTest"	"testGetWebViewRenderer"	"CtsWebkitTestCases"	"Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled"	""	""	"138870530"	"32813129"	""	"Webview"	"Webview"	"1"	""	""	""	""	""
""	"3.4.1"	"H-0-1"	"3.4.1/H-0-1"	"03040100.720001"	"Test Available"	""	""	""	"android.webkit.cts"	"android.webkit.cts.*"	"CtsWebkitTestCases"	""	""	""	""	""	""	"Webview"	"Webview"	"2"	""	""	""	""	""
""	"3.4.1"	"T-0-1"	"3.4.1/T-0-1"	"03040100.840001"	"Test Available"	""	""	""	"android.webkit.cts.*"	"public void. *"	"CtsWebkitTestCases"	""	""	""	""	""	""	"Webview"	"Webview"	"2"	""	""	""	""	""
""	"3.4.2"	"C-1-1"	"3.4.2/C-1-1"	"03040200.670101"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.4.2"	"C-1-2"	"3.4.2/C-1-2"	"03040200.670102"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.4.2"	"C-2-1"	"3.4.2/C-2-1"	"03040200.670201"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.4.2"	"H-0-1"	"3.4.2/H-0-1"	"03040200.720001"	"Manually Testable Missing Test"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.5"	"C-0-1"	"3.5/C-0-1"	"03050000.670001"	"Test Available"	""	""	""	"android.content.cts.IntentTest"	"public void .*"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.5"	"C-0-2"	"3.5/C-0-2"	"03050000.670002"	"Test Available"	""	""	""	"android.content.cts.ContentProviderTest android.app.cts.ServiceTest"	"public void .*"	"CtsContentTestCases CtsAppTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.5"	"C-0-3"	"3.5/C-0-3"	"03050000.670003"	"Test Available"	""	""	""	"android.content.cts.IntentTest android.content.cts.AvailableIntentTest"	"public void .*"	"CtsContentTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.5"	"C-0-4"	"3.5/C-0-4"	"03050000.670004"	"Test Missing"	""	""	""	""	""	""	"No Traction"	""	""	"117427007"	""	""	"Framework(API compatibility)"	"Framework"	"0"	""	""	""	""	""
""	"3.5"	"C-0-5"	"3.5/C-0-5"	"03050000.670005"	"Test Missing"	""	""	""	""	""	""	"No Traction"	""	""	"117427007"	""	""	"Framework(API compatibility)"	"Framework"	"0"	""	""	""	""	""
""	"3.5"	"C-0-6"	"3.5/C-0-6"	"03050000.670006"	"Test Available"	""	""	""	"android.app.cts.backgroundrestrictions.BroadcastsTest"	"testNonSupportedBroadcastsNotDelivered_runtimeReceiver testNonSupportedBroadcastsNotDelivered_manifestReceiver"	"CtsBackgroundRestrictionsTestCases"	""	""	""	""	""	""	"Framework"	"Framework"	"1"	""	""	""	""	""
""	"3.5"	"C-0-7"	"3.5/C-0-7"	"03050000.670007"	"Test Available"	""	""	""	"android.app.cts.ActivityManagerProcessStateTest"	"testBackgroundCheckStopsService()"	"CtsAppTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.5"	"C-0-8"	"3.5/C-0-8"	"03050000.670008"	"Test Available"	""	""	""	"android.os.cts.PowerManagerTests"	"testCachedProcessReleasesWakeLock()"	"CtsHostPowerManagerTestApp"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.5"	"C-0-9"	"3.5/C-0-9"	"03050000.670009"	"Test Available"	""	""	""	"libcore.java.security.ProviderTest"	"testProviderList()"	"CtsLibcoreTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.5.1"	"C-1-1"	"3.5.1/C-1-1"	"03050100.670101"	"Manually Testable Missing Test"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"3.5.1"	"C-1-2"	"3.5.1/C-1-2"	"03050100.670102"	"Manually Testable Missing Test"	""	""	""	""	""	""	"Requires manual UI validation. OEMs are free to modify  settings UI"	""	""	""	""	""	"System UI"	"System UI"	"0.2"	""	""	""	""	""
""	"3.5.1"	"C-1-3"	"3.5.1/C-1-3"	"03050100.670103"	"Not Testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework (AI/Power management)"	"Framework"	"-1"	""	""	""	""	""
""	"3.5.1"	"C-1-4"	"3.5.1/C-1-4"	"03050100.670104"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Runtime / Languages / Libraries"	"Runtime"	"-1"	""	""	""	""	""
""	"3.5.1"	"C-1-5"	"3.5.1/C-1-5"	"03050100.670105"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.5.1"	"C-1-6"	"3.5.1/C-1-6"	"03050100.670106"	"Test Available"	""	""	""	"android.app.cts.ActivityManagerTest"	"testIsBackgroundRestricted"	"CtsServicesTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"2"	""	""	""	""	""
""	"3.5.1"	"C-1-7"	"3.5.1/C-1-7"	"03050100.670107"	"Test Available"	""	""	""	"android.app.cts.ActivityManagerProcessStateTest"	"testBackgroundCheckActivityService"	"CtsServicesTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.5.1"	"C-1-8"	"3.5.1/C-1-8"	"03050100.670108"	"Test Available"	""	""	""	"android.alarmanager.cts.* android.jobscheduler.cts.JobThrottlingTest"	"android.alarmmanager.cts.* testJobStoppedWhenRestricted testRestrictedJobStartedWhenUnrestricted testRestrictedJobAllowedWhenUidActive"	"CtsAlarmManagerTestCases CtsJobSchedulerTestCases"	""	""	""	"123775223"	""	""	"Framework (AI/Power management)"	"Framework"	"1"	""	""	""	""	""
""	"3.5.1"	"C-1-9"	"3.5.1/C-1-9"	"03050100.670109"	"Test Available"	""	""	""	"android.app.usage.cts.UsageStatsTest"	"testOrderedActivityLaunchSequenceInEventLog"	"CtsUsageStatsTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.6"	"C-0-1"	"3.6/C-0-1"	"03060000.670001"	"Test Available"	""	""	""	"android.signature.cts.api.SignatureTest"	"testSignature()"	"CtsSignatureTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.6"	"C-0-2"	"3.6/C-0-2"	"03060000.670002"	"Test Available"	""	""	""	"android.signature.cts.api.SignatureTest"	"testSignature()"	"CtsSignatureTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.6"	"C-0-3"	"3.6/C-0-3"	"03060000.670003"	"Test Available"	""	""	""	"android.signature.cts.api.SignatureTest"	"testSignature()"	"CtsSignatureTestCases"	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"1"	""	""	""	""	""
""	"3.6"	"C-0-4"	"3.6/C-0-4"	"03060000.670004"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.6"	"C-0-5"	"3.6/C-0-5"	"03060000.670005"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.6"	"C-0-6"	"3.6/C-0-6"	"03060000.670006"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(API compatibility)"	"Framework"	"-1"	""	""	""	""	""
""	"3.7"	"C-0-2"	"3.7/C-0-2"	"03070000.670002"	"Test Available"	""	""	""	"android.app.cts.ActivityManagerMemoryClassTest"	"testGetMemoryClass"	"CtsAppTestCases"	""	""	"Updated in Q"	""	"127714569"	"7016425"	"Runtime / Languages / Libraries"	"Runtime"	"2"	""	""	""	""	""
""	"3.8.1"	"C-1-1"	"3.8.1/C-1-1"	"03080100.670101"	"Test Available"	""	""	""	"android.server.cts.*"	"public void .*"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"1"	""	""	""	""	""
""	"3.8.1"	"C-1-2"	"3.8.1/C-1-2"	"03080100.670102"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherApiTest"	"testGetShortcutIconAdaptive"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"2"	""	""	""	""	""
""	"3.8.1"	"C-2-1"	"3.8.1/C-2-1"	"03080100.670201"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest"	"testRequestPinShortcut"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"2"	""	""	""	""	""
""	"3.8.1"	"C-2-2"	"3.8.1/C-2-2"	"03080100.670202"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest"	"testRequestPinShortcut"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"2"	""	""	""	""	""
""	"3.8.1"	"C-2-3"	"3.8.1/C-2-3"	"03080100.670203"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherCallbacktest andriod.content.pm.cts.ShortcutManagerMultiLauncherTest android.content.pm.cts.ShortcutManagerStartShortcutTest"	"public void .*"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"2"	""	""	""	""	""
""	"3.8.1"	"C-3-1"	"3.8.1/C-3-1"	"03080100.670301"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest"	"testRequestPinShortcutSupported"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"2"	""	""	""	""	""
""	"3.8.1"	"C-4-1"	"3.8.1/C-4-1"	"03080100.670401"	"Test Available"	""	""	""	"android.content.pm.cts.shortcutmanager.*"	"public void .*"	"CtsShortcutManagerTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"1"	""	""	""	""	""
""	"3.8.1"	"C-5-1"	"3.8.1/C-5-1"	"03080100.670501"	"Test Available"	""	""	""	"android.app.cts.NotificationChannelTest"	"testShowBadge()"	"CtsAppTestCases"	""	""	""	""	""	""	"Launcher"	"Launcher"	"1"	""	""	""	""	""
""	"3.8.10"	"H-1-1"	"3.8.10/H-1-1"	"03081000.720101"	"Manually Testable Missing Test"	""	""	""	""	""	""	""	""	""	""	""	""	"System UI"	"System UI"	"0.2"	""	""	""	""	""
""	"3.8.10"	"T-1-1"	"3.8.10/T-1-1"	"03081000.840101"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"System UI"	"System UI"	"-1"	""	""	""	""	""
""	"3.8.12"	"C-1-2"	"3.8.12/C-1-2"	"03081200.670102"	"Not testable"	""	""	""	""	""	""	"Compatibility violation by Xiaomin w.r.to location Modes Bug for details"	""	""	"123360318"	""	""	"Location & Sensors"	"Location & Sensors"	"0.2"	""	""	""	""	""
""	"3.8.12"	"C-1-3"	"3.8.12/C-1-3"	"03081200.670103"	"Not testable"	""	""	""	""	""	""	"Compatibility violation by Xiaomin w.r.to location Modes Bug for details"	""	""	"123360318"	""	""	"Location & Sensors"	"Location & Sensors"	"0.2"	""	""	""	""	""
""	"3.8.13"	"C-1-1"	"3.8.13/C-1-1"	"03081300.670101"	"Test Available"	""	""	""	"android.text.cts.PlainTest"	"testHasGlyph()"	"CtsTextTestCases"	""	""	""	""	""	""	"Framework (others-Unicode and Font)"	"Framework"	"1"	""	""	""	""	""
""	"3.8.13"	"C-1-2"	"3.8.13/C-1-2"	"03081300.670102"	"Test Available"	""	""	""	"android.text.cts.PaintTest"	"testHasGlyph()"	"CtsTextTestCases"	""	""	""	""	""	""	"Framework (others-Unicode and Font)"	"Framework"	"2"	""	""	""	""	""
""	"3.8.13"	"C-1-4"	"3.8.13/C-1-4"	"03081300.670104"	"Test Missing"	""	""	""	""	""	""	""	""	"New in Q"	"139317147"	"124445210"	"7537140"	"Framework(Activity/Window Manager)"	"Framework"	"0"	""	""	""	""	""
""	"3.8.13"	"C-2-1"	"3.8.13/C-2-1"	"03081300.670201"	"Not testable"	""	""	""	""	""	""	""	""	"New in Q"	"135777062"	"120955413"	"6940467"	"Framework (others-Unicode and Font)"	"Framework"	"-1"	""	""	""	""	""
""	"3.8.13"	"C-2-2"	"3.8.13/C-2-2"	"03081300.670202"	"Not testable"	""	""	""	""	""	""	""	""	"New in Q"	"135777062"	"120955413"	"6940467"	"Framework (others-Unicode and Font)"	"Framework"	"-1"	""	""	""	""	""
""	"3.8.13"	"C-2-3"	"3.8.13/C-2-3"	"03081300.670203"	"Not testable"	""	""	""	""	""	""	""	""	"New in Q"	"135777062"	"120955413"	"6940467"	"Framework (others-Unicode and Font)"	"Framework"	"-1"	""	""	""	""	""
""	"3.8.14"	"C-1-1"	"3.8.14/C-1-1"	"03081400.670101"	"Test Available"	""	""	""	"android.server.am.*"	"android.server.am.*"	"CtsActivityManagerDeviceTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.8.14"	"C-1-2"	"3.8.14/C-1-2"	"03081400.670102"	"Test Available"	""	""	""	"anroid.server.am.*"	"android.server.am.*"	"CtsActivityManagerDeviceTestCases"	""	""	""	""	""	""	"Framework (Input)"	"Framework"	"1"	""	""	""	""	""
""	"3.8.14"	"C-1-3"	"3.8.14/C-1-3"	"03081400.670103"	"Test Available"	""	""	""	"android.server.am.ActivityManagerPinnedStackTests"	"testMinimumDeviceSize"	"CtsServicesHostTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.8.14"	"C-2-1"	"3.8.14/C-2-1"	"03081400.670201"	"Test Missing"	""	""	""	""	""	""	"No Traction"	""	""	"131847802"	""	""	"Framework(Activity/Window Manager)"	"Framework"	"0"	""	""	""	""	""
""	"3.8.14"	"C-2-2"	"3.8.14/C-2-2"	"03081400.670202"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"-1"	""	""	""	""	""
""	"3.8.14"	"C-2-3"	"3.8.14/C-2-3"	"03081400.670203"	"Test Available"	""	""	""	"android.server.cts.ActivityAndWindowManagerState"	"assertValidBounds"	"CtsServicesHostTestCases CtsWindowManagerDeviceTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.8.14"	"C-3-1"	"3.8.14/C-3-1"	"03081400.670301"	"Test Available"	""	""	""	"android.app.cts.PipActivityTest"	"testLaunchPipActivity"	"CtsAppTestCases"	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"2"	""	""	""	""	""
""	"3.8.14"	"C-3-2"	"3.8.14/C-3-2"	"03081400.670302"	"Not testable"	""	""	""	""	""	""	""	""	""	""	""	""	"Framework(Activity/Window Manager)"	"Framework"	"-1"	""	""	""	""	""
