Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,full_key,key_as_number
,7.3,C-1-6,Test Available,android.telephony.cts.CellInfoTest,testRequiredEglExtensions(),CtsTelephonyTestCases,7.3/C-1-6,"""C-1-6] MUST report the event time in nanoseconds as defined in the Android SDK documentation; representing the time the event happened and synchronized with the SystemClock.elapsedRealtimeNano() clock.  | C-1-6] MUST set a non-zero resolution for all sensors; and report the value via the Sensor.getResolution() API method. Some sensor types are composite; meaning they can be derived from data provided by one or more other sensors. (Examples include the orientation sensor and the linear acceleration sensor.) Device implementations: SHOULD implement these sensor types; when they include the prerequisite physical sensors as described in sensor types. If device implementations include a composite sensor; they: ""","""07030000.670106""","{'C-1-6', 'Sensor.getResolution', 'elapsedRealtimeNano()', 'getResolution()', 'SystemClock.elapsedRealtimeNano', '7.3'}",,cts/tests/tests/telephony/current/src/android/telephony/cts/CellInfoTest.java,,testRequiredEglExtensions(),"{'cts/tests/uwb/src/android/uwb/cts/RangingMeasurementTest.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/ActivityViewTest.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/WindowInsetsControllerTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/MultiDisplaySystemDecorationTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/KeyguardLockedTests.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/FocusHandlingTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/ImeInsetsVisibilityTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/InputMethodStartInputLifecycleTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/PackageVisibilityTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/InputConnectionBlockingMethodTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/KeyboardVisibilityControlTest.java': {...}, 'cts/tests/inputmethod/src/android/view/inputmethod/cts/InputMethodServiceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CaptureResultTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/DngCreatorTest.java': {...}, 'cts/tests/tests/database/src/android/database/cts/CursorWindowTest.java': {...}, 'cts/tests/tests/print/src/android/print/cts/PrintJobTest.java': {...}, 'cts/tests/tests/print/src/android/print/cts/PrintAttributesTest.java': {...}, 'cts/tests/tests/print/src/android/print/cts/PrinterCapabilitiesTest.java': {...}, 'cts/tests/tests/print/src/android/print/cts/InterfaceForAppsTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/AudioRecordTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/cts/SmsManagerTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/cts/CellInfoTest.java': {...}}",
,7.3,C-1-7,,,,,7.3/C-1-7,,"""07030000.670107""",,,,,,,
,7.3.6,C-2-1,,,,,7.3.6/C-2-1,"""C-2-1] MUST NOT define SENSOR_TYPE_AMBIENT_TEMPERATURE for the temperature sensor. <h4 id=""","""07030600.670201""","{'7.3.6', 'C-2-1', 'SENSOR_TYPE_AMBIENT_TEMPERATURE'}",,,,,,
,7.3.10,C-4-1,,,,,7.3.10/C-4-1,"""C-4-1] MUST meet the requirements for Class 3 or Class 2 biometric as defined in this document. ""","""07031000.670401""","{'C-4-1', '7.3.10'}",,,,,,
,7.3.10,C-4-2,,,,,7.3.10/C-4-2,"""C-4-2] MUST recognize and honor each parameter name defined as a constant in the Authenticators class and any combinations thereof. Conversely; MUST NOT honor or recognize integer constants passed to the canAuthenticate(int) and setAllowedAuthenticators(int) methods other than those documented as public constants in Authenticators and any combinations thereof. ""","""07031000.670402""","{'canAuthenticate(int)', 'setAllowedAuthenticators(int)', 'C-4-2', '7.3.10'}",,,,,,
,7.3.10,C-4-3,,,,,7.3.10/C-4-3,"""C-4-3] MUST implement the ACTION_BIOMETRIC_ENROLL action on devices that have either Class 3 or Class 2 biometrics. This action MUST only present the enrollment entry points for Class 3 or Class 2 biometrics. If device implementations support passive biometrics; they: ""","""07031000.670403""","{'C-4-3', 'ACTION_BIOMETRIC_ENROLL', '7.3.10'}",,,,,,
,7.3.10,C-5-1,,,,,7.3.10/C-5-1,"""C-5-1] MUST by default require an additional confirmation step (e.g. a button press). ""","""07031000.670501""","{'C-5-1', '7.3.10'}",,,,,,
,7.3.10,C-5-2,,,,,7.3.10/C-5-2,"""C-5-2] MUST additionally implement an implicit authentication flow (without confirmation step) corresponding to setConfirmationRequired(boolean); which applications can set to utilize for sign-in flows. If device implementations have multiple biometric sensors; they: ""","""07031000.670502""","{'setConfirmationRequired(boolean)', 'C-5-2', '7.3.10'}",,,,,,
,7.3.10,C-6-1,,,,,7.3.10/C-6-1,"""C-6-1] MUST meet the requirements for Class 3 as defined in this section below. ""","""07031000.670601""","{'C-6-1', '7.3.10'}",,,,,,
,7.3.10,C-6-2,Test Available,com.android.cts.verifier.security.UnlockedDeviceRequiredTest,MyLinkMovementMethod(),,7.3.10/C-6-2,"""C-6-2] MUST present only Class 3 biometrics when the authentication requires BIOMETRIC_STRONG; or the authentication is invoked with a CryptoObject. If device implementations wish to treat a biometric sensor as Class 1 (formerly Convenience); they: ""","""07031000.670602""","{'7.3.10', 'C-6-2', 'BIOMETRIC_STRONG'}",,cts/apps/CtsVerifier/src/com/android/cts/verifier/security/UnlockedDeviceRequiredTest.java,,MyLinkMovementMethod(),{'cts/apps/CtsVerifier/src/com/android/cts/verifier/security/UnlockedDeviceRequiredTest.java': {...}},
,7.3.10,C-3-4,Test Available,android.provider.cts.media.MediaStore_Video_ThumbnailsTest,testValues(),CtsProviderTestCases,7.3.10/C-3-4,"""C-3-4] MUST challenge the user for the recommended primary authentication (e.g. PIN; pattern; password) once every 72 hours or less. <h4 id=""","""07031000.670304""","{'PIN', 'C-3-4', '7.3.10'}",,cts/tests/tests/provider/src/android/provider/cts/media/MediaStore_Video_ThumbnailsTest.java,,values() testValues(),"{'cts/hostsidetests/appsecurity/src/android/appsecurity/cts/DirectBootHostTest.java': {...}, 'cts/hostsidetests/appsecurity/src/android/appsecurity/cts/ResumeOnRebootHostTest.java': {...}, 'cts/hostsidetests/wifibroadcasts/src/android/wifibroadcasts/cts/WifiBroadcastsHostJUnit4Test.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/AssistantStackTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/PinnedStackTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/ActivityVisibilityTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/KeyguardLockedTests.java': {...}, 'cts/tests/framework/base/windowmanager/src/android/server/wm/lifecycle/ActivityLifecycleTopResumedStateTests.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CaptureRequestTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/controls/src/android/controls/cts/CtsControlsServiceTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/VideoDecoderRotationTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/cts/TelephonyManagerTest.java': {...}, 'cts/tests/tests/packageinstaller/uninstall/src/android/packageinstaller/uninstall/cts/UninstallPinnedTest.java': {...}, 'cts/tests/tests/simphonebookprovider/src/android/provider/cts/simphonebook/SimPhonebookContract_SimRecordsTest.java': {...}, 'cts/tests/tests/provider/src/android/provider/cts/media/MediaStore_Video_ThumbnailsTest.java': {...}}",
,7.3.13,C-1-1,Test Available,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,invalidMaxCharacters(),CtsCameraTestCases,7.3.13/C-1-1,"""C-1-1] MUST implement and report TYPE_HINGLE_ANGLE. ""","""07031300.670101""","{'C-1-1', 'TYPE_HINGLE_ANGLE', '7.3.13'}",,cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java,,testConstructor() testGetDesiredWidth() testGetDesiredWidthRange() nullString() invalidMaxCharacters() invalidEllipsizeDip() invalidFlags() cannotKeepAndTruncateNewLines(),"{'cts/hostsidetests/appsecurity/src/android/appsecurity/cts/ApkVerityInstallTest.java': {...}, 'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/hostsidetests/incrementalinstall/src/android/incrementalinstall/cts/IncrementalFeatureTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/LogicalCameraDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}}",
,7.3.13,C-1-2,Test Available,android.graphics.cts.PaintTest,testLightingColorFilter(),CtsGraphicsTestCases,7.3.13/C-1-2,"""C-1-2] MUST support at least two readings between 0 and 360 degrees (inclusive i.e including 0 and 360 degrees). ""","""07031300.670102""","{'C-1-2', '7.3.13'}",,cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java,,testGetBoundsNull() isEmpty() testEmpty() testContains() Rect() testUnion() testQuickContains2() testQuickContains1() testIsComplex() isRect() testIsRect() testSet3() testSet2() testSet1() Region() testConstructor() testGetColorMultiply() testGetColorAdd() testLightingColorFilter() testBlurMaskFilter() Shader() testGetWithNullParam() Matrix() testGetSetLocalMatrix() Shader() testMutateBaseObject() testAccessLocalMatrix() Shader() testConstructor() PathEffect() testConstructor() Paint() testSetShadowLayerUnknown() Paint() testSetShadowLayerLAB() Paint() testSetShadowLayerXYZ() testSetShadowLayerLong() Paint() testSetColorUnknown() Paint() testSetColorLAB() Paint() testSetColorXYZ() getColor() testSetColorLong() Paint() testGetBlendModeFromPorterDuffMode() testGetRunCursor_CURSOR_BEFORE() testGetRunCursor_CURSOR_AT_OR_BEFORE() testGetRunCursor_CURSOR_AT_OR_AFTER() testGetRunCursor_CURSOR_AT() testGetRunCursor_CURSOR_AFTER() Paint() testGetTextRunAdvances() Paint() testHyphenEdit() Paint() testSetGetHyphenEdit() testUnderlineThickness_notCrashes() testUnderlinePosition_notCrashes(),"{'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/AudioTrackTest.java': {...}, 'cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java': {...}}",
,7.3.13,C-1-3,,,,,7.3.13/C-1-3,"""C-1-3] MUST return a wakeup sensor for getDefaultSensor(SENSOR_TYPE_HINGE_ANGLE). <h3 id=""","""07031300.670103""","{'C-1-3', 'SENSOR_TYPE_HINGE_ANGLE', 'getDefaultSensor(SENSOR_TYPE_HINGE_ANGLE)', '7.3.13'}",,,,,,
,7.4.5.2,C-4-1,,,,,7.4.5.2/C-4-1,"""C-4-1] MUST simultaneously meet the above requirements on each network when the device is simultaneously connected to more than one network type. <h5 id=""","""07040502.670401""","{'7.4.5.2', 'C-4-1'}",,,,,,
,7.4.5.3,C-1-1,Test Available,android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest,cannotKeepAndTruncateNewLines(),CtsCameraTestCases,7.4.5.3/C-1-1,"""C-1-1] MUST provide a captive portal application to handle the intent ACTION_CAPTIVE_PORTAL_SIGN_IN and display the captive portal login page; by sending that intent; on call to the System API ConnectivityManager#startCaptivePortalApp(Network; Bundle). ""","""07040503.670101""","{'C-1-1', '7.4.5.3', 'ACTION_CAPTIVE_PORTAL_SIGN_IN'}",,cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java,,testConstructor() testGetDesiredWidth() testGetDesiredWidthRange() nullString() invalidMaxCharacters() invalidEllipsizeDip() invalidFlags() cannotKeepAndTruncateNewLines(),"{'cts/hostsidetests/appsecurity/src/android/appsecurity/cts/ApkVerityInstallTest.java': {...}, 'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/hostsidetests/incrementalinstall/src/android/incrementalinstall/cts/IncrementalFeatureTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/LogicalCameraDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}}",
,7.4.5.3,C-1-2,Test Available,android.graphics.cts.PaintTest,testSetColorXYZ(),CtsGraphicsTestCases,7.4.5.3/C-1-2,"""C-1-2] MUST perform detection of captive portals and support login through the captive portal application when the device is connected to any network type; including cellular/mobile network; WiFi; Ethernet or Bluetooth. ""","""07040503.670102""","{'C-1-2', '7.4.5.3'}",,cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java,,testGetBoundsNull() isEmpty() testEmpty() testContains() Rect() testUnion() testQuickContains2() testQuickContains1() testIsComplex() isRect() testIsRect() testSet3() testSet2() testSet1() Region() testConstructor() testGetColorMultiply() testGetColorAdd() testLightingColorFilter() testBlurMaskFilter() Shader() testGetWithNullParam() Matrix() testGetSetLocalMatrix() Shader() testMutateBaseObject() testAccessLocalMatrix() Shader() testConstructor() PathEffect() testConstructor() Paint() testSetShadowLayerUnknown() Paint() testSetShadowLayerLAB() Paint() testSetShadowLayerXYZ() testSetShadowLayerLong() Paint() testSetColorUnknown() Paint() testSetColorLAB() Paint() testSetColorXYZ() getColor() testSetColorLong() Paint() testGetBlendModeFromPorterDuffMode() testGetRunCursor_CURSOR_BEFORE() testGetRunCursor_CURSOR_AT_OR_BEFORE() testGetRunCursor_CURSOR_AT_OR_AFTER() testGetRunCursor_CURSOR_AT() testGetRunCursor_CURSOR_AFTER() Paint() testGetTextRunAdvances() Paint() testHyphenEdit() Paint() testSetGetHyphenEdit() testUnderlineThickness_notCrashes() testUnderlinePosition_notCrashes(),"{'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/AudioTrackTest.java': {...}, 'cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java': {...}}",
,7.4.5.3,C-1-3,Test Available,android.net.wifi.cts.WifiBackupRestoreTest,testMutableDrawable(),CtsWifiTestCases,7.4.5.3/C-1-3,"""C-1-3] MUST support logging in to captive portals using cleartext DNS when the device is configured to use private DNS strict mode. ""","""07040503.670103""","{'C-1-3', '7.4.5.3', 'DNS'}",,cts/tests/tests/wifi/src/android/net/wifi/cts/WifiBackupRestoreTest.java,,getRecord() testMutableDrawable() getRecord() testMutableHardware(),"{'cts/tests/tests/telephony/current/src/android/telephony/cts/DataCallResponseTest.java': {...}, 'cts/tests/tests/wifi/src/android/net/wifi/cts/WifiBackupRestoreTest.java': {...}}",
,7.4.5.3,C-1-4,Test Available,android.net.wifi.cts.WifiBackupRestoreTest,getRecord(),CtsWifiTestCases,7.4.5.3/C-1-4,"""C-1-4] MUST use encrypted DNS as per the SDK documentation for android.net.LinkProperties.getPrivateDnsServerName and android.net.LinkProperties.isPrivateDnsActive for all network traffic that is not explicitly communicating with the captive portal. ""","""07040503.670104""","{'7.4.5.3', 'DNS', 'android.net.LinkProperties.isPrivateDnsActive', 'C-1-4', 'android.net.LinkProperties.getPrivateDnsServerName'}",,cts/tests/tests/wifi/src/android/net/wifi/cts/WifiBackupRestoreTest.java,,getRecord() testMutableDrawable() getRecord() testMutableHardware(),"{'cts/tests/tests/media/src/android/media/cts/AudioRecordTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/cts/DataCallResponseTest.java': {...}, 'cts/tests/tests/wifi/src/android/net/wifi/cts/WifiBackupRestoreTest.java': {...}}",
,7.4.5.3,C-1-5,Test Available,android.net.wifi.cts.WifiLocationInfoTest,testEarlyIncomplete(),CtsWifiTestCases,7.4.5.3/C-1-5,"""C-1-5] MUST ensure that; while the user is logging in to a captive portal; the default network used by applications (as returned by ConnectivityManager.getActiveNetwork; ConnectivityManager.registerDefaultNetworkCallback; and used by default by Java networking APIs such as java.net.Socket; and native APIs such as connect()) is any other available network that provides internet access; if available. <h4 id=""","""07040503.670105""","{'connect()', '7.4.5.3', 'ConnectivityManager.getActiveNetwork', 'ConnectivityManager.registerDefaultNetworkCallback', 'java.net.Socket', 'C-1-5'}",,cts/tests/tests/wifi/src/android/net/wifi/cts/WifiLocationInfoTest.java,,testCorruptException() testExceptionInStream() testEarlyIncomplete() testGetOnPartialImageListener(),"{'cts/hostsidetests/jdwptunnel/src/android/jdwptunnel/cts/JdwpTunnelTest.java': {...}, 'cts/hostsidetests/appsecurity/test-apps/AppAccessData/src/com/android/cts/appaccessdata/AccessPrivateDataTest.java': {...}, 'cts/tests/suspendapps/tests/src/android/suspendapps/cts/DialogTests.java': {...}, 'cts/tests/suspendapps/tests/src/android/suspendapps/cts/DualSuspendTests.java': {...}, 'cts/tests/suspendapps/tests/src/android/suspendapps/cts/SuspendPackagesTest.java': {...}, 'cts/tests/quickaccesswallet/src/android/quickaccesswallet/cts/QuickAccessWalletClientTest.java': {...}, 'cts/tests/signature/lib/common/src/android/signature/cts/InterfaceChecker.java': {...}, 'cts/tests/tests/os/src/android/os/cts/ParcelFileDescriptorTest.java': {...}, 'cts/tests/tests/os/src/android/os/cts/StrictModeTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/MediaSession2Test.java': {...}, 'cts/tests/tests/netpermission/updatestatspermission/src/android/net/cts/network/permission/UpdateStatsPermissionTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/ims/cts/SipDelegateManagerTest.java': {...}, 'cts/tests/tests/car/src/android/car/cts/CarAppFocusManagerTest.java': {...}, 'cts/tests/tests/car/src/android/car/cts/CarTest.java': {...}, 'cts/tests/tests/security/src/android/security/cts/StagefrightTest.java': {...}, 'cts/tests/tests/wifi/src/android/net/wifi/cts/ConnectedNetworkScorerTest.java': {...}, 'cts/tests/tests/wifi/src/android/net/wifi/cts/WifiLocationInfoTest.java': {...}}",
,7.4.8,C-1-2,Test Available,android.graphics.cts.PaintTest,testSetColorLong(),CtsGraphicsTestCases,7.4.8/C-1-2,"""C-1-2] MUST declare the correct feature flags via android.hardware.se.omapi.uicc for the device with UICC-based secure elements; android.hardware.se.omapi.ese for the device with eSE-based secure elements and android.hardware.se.omapi.sd for the device with SD-based secure elements. <h3 id=""","""07040800.670102""","{'android.hardware.se.omapi.uicc', 'android.hardware.se.omapi.sd', 'C-1-2', 'UICC', '7.4.8', 'android.hardware.se.omapi.ese'}",,cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java,,testGetBoundsNull() isEmpty() testEmpty() testContains() Rect() testUnion() testQuickContains2() testQuickContains1() testIsComplex() isRect() testIsRect() testSet3() testSet2() testSet1() Region() testConstructor() testGetColorMultiply() testGetColorAdd() testLightingColorFilter() testBlurMaskFilter() Shader() testGetWithNullParam() Matrix() testGetSetLocalMatrix() Shader() testMutateBaseObject() testAccessLocalMatrix() Shader() testConstructor() PathEffect() testConstructor() Paint() testSetShadowLayerUnknown() Paint() testSetShadowLayerLAB() Paint() testSetShadowLayerXYZ() testSetShadowLayerLong() Paint() testSetColorUnknown() Paint() testSetColorLAB() Paint() testSetColorXYZ() getColor() testSetColorLong() Paint() testGetBlendModeFromPorterDuffMode() testGetRunCursor_CURSOR_BEFORE() testGetRunCursor_CURSOR_AT_OR_BEFORE() testGetRunCursor_CURSOR_AT_OR_AFTER() testGetRunCursor_CURSOR_AT() testGetRunCursor_CURSOR_AFTER() Paint() testGetTextRunAdvances() Paint() testHyphenEdit() Paint() testSetGetHyphenEdit() testUnderlineThickness_notCrashes() testUnderlinePosition_notCrashes(),"{'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/common/device-side/util-axt/src/com/android/compatibility/common/util/UiccUtil.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/tests/secure_element/access_control/AccessControlApp2/src/android/omapi/accesscontrol2/cts/AccessControlTest.java': {...}, 'cts/tests/tests/secure_element/access_control/AccessControlApp3/src/android/omapi/accesscontrol3/cts/AccessControlTest.java': {...}, 'cts/tests/tests/secure_element/access_control/AccessControlApp1/src/android/omapi/accesscontrol1/cts/AccessControlTest.java': {...}, 'cts/tests/tests/secure_element/omapi/src/android/omapi/cts/OmapiTest.java': {...}, 'cts/tests/tests/media/src/android/media/cts/AudioTrackTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/cts/TelephonyManagerTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/euicc/cts/EuiccManagerTest.java': {...}, 'cts/tests/tests/telephony/current/src/android/telephony/euicc/cts/EuiccServiceTest.java': {...}, 'cts/tests/tests/carrierapi/src/android/carrierapi/cts/CarrierApiTest.java': {...}, 'cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java': {...}}",
,7.5.4,C-0-12,Test Available,android.view.cts.TextureViewCameraTest,testBindChildView(),CtsViewTestCases,7.5.4/C-0-12,"""C-0-12] MUST ensure that the facial appearance is NOT altered; including but not limited to altering facial geometry; facial skin tone; or facial skin smoothening for any android.hardware.camera2 or android.hardware.Camera API. ""","""07050400.670012""","{'C-0-12', 'android.hardware.Camera', 'android.hardware.camera', '7.5.4'}",,cts/tests/tests/view/src/android/view/cts/TextureViewCameraTest.java,,testBindChildView(),"{'cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileTest.java': {...}, 'cts/hostsidetests/appsecurity/test-apps/EphemeralTestApp/EphemeralApp1/src/com/android/cts/ephemeralapp1/ClientTest.java': {...}, 'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/cts/CameraTest.java': {...}, 'cts/tests/camera/src/android/hardware/cts/CameraGLTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CtsUtilsTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/StaticMetadataTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/FlashlightTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CaptureResultTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CameraDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/MultiViewTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CaptureRequestTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ImageReaderTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/SimpleObjectsTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ConcurrentCameraTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/BurstCaptureTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/PerformanceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/LogicalCameraDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/IdleUidTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/NativeCameraDeviceTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/AllocationTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/NativeCameraManagerTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ReprocessCaptureTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/OfflineSessionTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/StillCaptureTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/RecordingTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/CameraManagerTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/RobustnessTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/FastBasicsTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/NativeImageReaderTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/SurfaceViewPreviewTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/DngCreatorTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ImageWriterTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/BurstCaptureRawTest.java': {...}, 'cts/tests/tests/view/src/android/view/cts/TextureViewCameraTest.java': {...}}",
,9.1,C-2-1,Test Available,android.systemintents.cts.TestManageOverlayPermissionIntents,testAccessSelection(),CtsSystemIntentTestCases,9.1/C-2-1,"""C-2-1] MUST ensure that all activities with intent filters for the ACTION_MANAGE_OVERLAY_PERMISSION intent have the same UI screen; regardless of the initiating app or any information it provides. <h3 id=""","""09010000.670201""","{'ACTION_MANAGE_OVERLAY_PERMISSION', '9.1', 'C-2-1'}",,cts/tests/tests/systemintents/src/android/systemintents/cts/TestManageOverlayPermissionIntents.java,,Builder() testAccessSelection(),"{'cts/hostsidetests/appsecurity/src/android/appsecurity/cts/ApkVerityInstallTest.java': {...}, 'cts/tests/tests/systemintents/src/android/systemintents/cts/TestManageOverlayPermissionIntents.java': {...}}",
,9.5,C-1-2,Test Available,android.graphics.cts.PaintTest,testConstructor(),CtsGraphicsTestCases,9.5/C-1-2,"""C-1-2] MUST; for each user; implement a security model consistent with the Android platform security model as defined in Security and Permissions reference document in the APIs. ""","""09050000.670102""","{'9.5', 'C-1-2'}",,cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java,,testGetBoundsNull() isEmpty() testEmpty() testContains() Rect() testUnion() testQuickContains2() testQuickContains1() testIsComplex() isRect() testIsRect() testSet3() testSet2() testSet1() Region() testConstructor() testGetColorMultiply() testGetColorAdd() testLightingColorFilter() testBlurMaskFilter() Shader() testGetWithNullParam() Matrix() testGetSetLocalMatrix() Shader() testMutateBaseObject() testAccessLocalMatrix() Shader() testConstructor() PathEffect() testConstructor() Paint() testSetShadowLayerUnknown() Paint() testSetShadowLayerLAB() Paint() testSetShadowLayerXYZ() testSetShadowLayerLong() Paint() testSetColorUnknown() Paint() testSetColorLAB() Paint() testSetColorXYZ() getColor() testSetColorLong() Paint() testGetBlendModeFromPorterDuffMode() testGetRunCursor_CURSOR_BEFORE() testGetRunCursor_CURSOR_AT_OR_BEFORE() testGetRunCursor_CURSOR_AT_OR_AFTER() testGetRunCursor_CURSOR_AT() testGetRunCursor_CURSOR_AFTER() Paint() testGetTextRunAdvances() Paint() testHyphenEdit() Paint() testSetGetHyphenEdit() testUnderlineThickness_notCrashes() testUnderlinePosition_notCrashes(),"{'cts/hostsidetests/adbmanager/src/android/adbmanager/cts/AdbManagerHostDeviceTest.java': {...}, 'cts/hostsidetests/multiuser/src/android/host/multiuser/CreateUsersPermissionTest.java': {...}, 'cts/tests/camera/src/android/hardware/camera2/cts/ExtendedCameraCharacteristicsTest.java': {...}, 'cts/tests/tests/uirendering/src/android/uirendering/cts/testclasses/ExactCanvasTests.java': {...}, 'cts/tests/tests/media/src/android/media/cts/AudioTrackTest.java': {...}, 'cts/tests/tests/graphics/src/android/graphics/cts/RectFTest.java': {...}, 'cts/tests/tests/graphics/src/android/graphics/cts/PaintTest.java': {...}}",
