Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,3.2.3.3,C-0-2,Test Available,,,,android.server.am.ActivityManagerPinnedStackTests,testMinimumDeviceSize,CtsServicesHostTestCases,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.2.3.3,C-0-3,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.2.3.5,C-11-1,,,Yes,,,,,,,,,,,,,,,,,,
,3.2.3.5,C-12-1,,,Yes,,android.server.cts.ActivityAndWindowManagerState,assertValidBounds,"CtsServicesHostTestCases
CtsWindowManagerDeviceTestCases",,,,,,,,,,,,,,
,3.2.3.5,C-13-1,,,Yes,,android.app.cts.PipActivityTest,testLaunchPipActivity,CtsAppTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-13-2,,,Yes,,,,,,,,,,,,,,,,,,
,3.2.3.5,C-14-1,,,Yes,,android.server.cts.ActivityManagerDockedStackTests,"testEnterPipAspectRatioMin
testEnterPipAspectRatioMax",CtsServicesHostTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-15-1,,,Yes,,andriod.server.cts.ActivityManagerPinnedStackTests,testWindowButtonEnterPip,CtsServicesHostTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-2-1,Test Available,,,,,,,,,,,,,Framework (UI),Framework,1,,,,,
,3.2.3.5,C-2-2,Test Available,,,,,,,,,,,,,Framework (UI),Framework,1,,,,,
,3.2.3.5,C-2-3,Test Available,,,,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,,,,,,Framework (UI),Framework,2,,,,,
,3.2.3.5,C-2-4,Test Available,,,,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,,New in Q,135549460,124124880,7006472,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3.2.3.5,C-2-5,Test Available,,,,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,,New in Q,135549460,124124880,7006472,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
,3.2.3.5,C-2-6,,,Yes,,,,,,,,,,,,,,,,,,
,3.2.3.5,C-3-1,Test Available,,,,android.appwidget.cts.*,public void .*,CtsAppWidgetTestCases,,,,,,,Framework (UI),Framework,2,,,,,
,3.2.3.5,C-3-2,,,Yes,,com.android.cts.verifier.widget.WidgetTestActivity,com.android.cts.verifier.widget.WidgetTestActivity.*,CtsVerifierWidgetTest,,,,,,,,,,,,,,
,3.2.3.5,C-4-1,Test Available,,,,com.android.cts.verifier.widget.WidgetTestActivity,com.android.cts.verifier.widget.WidgetTestActivity.*,CtsVerifierWidgetTest,,,,,,,Framework(Settings UI),Framework,2,,,,,
,3.2.3.5,C-5-1,,,Yes,,android.appwidget.cts.RequestPinAppWidgetTest,verifyIsRequestPinAppWidgetSupported,CtsAppWidgetTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-5-2,,,Yes,,android.appwidget.cts.RequestPinAppWidgetTest,"testPinWidget_launcher1()
testPinWidget_launcher2()",CtsAppWidgetTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-6-1,,,Yes,,,,,,,,,,,,,,,,,,
,3.2.3.5,C-7-1,,,Yes,,android.app.cts.NotificationManagerTest,testNotify(),CtsAppTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-8-1,,,Yes,,android.app.cts.NotificationManagerTest,testMediaStyle(),CtsAppTestCases,,,,,,,,,,,,,,
,3.2.3.5,C-9-1,,,Yes,,,,,,,,,,,,,,,,,,
,3.2.4,C-1-2,Test Available,,,,,,,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.2.4,C-1-3,Test Available,,,,android.app.cts.RemoteInputTest,testRemoteInputBuilder_setChoicesOnly,CtsAppTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.2.4,C-1-4,Test Available,,,,,,,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.2.4,C-1-5,Test Missing,,,,,,,,,New in Q,139317147,124445210,7537140,Framework(Activity/Window Manager),Framework,0,,,,,
,3.2.4,C-3-1,Test Available,,,,android.app.cts.NotificationChannelTest,public void.*,CtsAppTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.3.1,C-0-10,Test Available,,,,,,,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.1,C-0-11,Test Available,,,,"android.app.cts.NotificationManagerTest
android.app.cts.NotificationChannelTest
android.app.cts.NotificationTest",public void .*,CtsAppTestCases,,,,,,,Framework(Native Compatibility),Framework,1,,,,,
,3.3.1,C-0-12,Test Available,,,,"android.app.cts.NotificationManagerTest
android.app.cts.NotificationChannelTest
android.app.cts.NotificationTest",public void.*,CtsAppTestCases,,,,,,,Graphics,Graphics,2,,,,,
,3.3.1,C-0-2,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.3.1,C-0-3,Test Available,,,,,,,,,,,,,Framework(Native Compatibility),Framework,1,,,,,
,3.3.1,C-0-5,Test Available,,,,android.app.cts.NotificationTest,testMessagingStyle_historicMessage,CtsAppTestCases,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.1,C-0-6,Test Available,,,,,,,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.1,C-0-7,Test Available,,,,,,,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.1,C-0-8,Test Available,,,,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.1,C-0-9,Test Available,,,,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.2,C-2-1,Test Available,,,,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.2,C-2-2,Test Available,,,,,,,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.3.2,C-2-3,Test Available,,,,android.systemintents.ctsTestSystemIntents,testSystemIntents(),CtsSystemIntentTestCases,,,,,,,Framework(Native Compatibility),Framework,2,,,,,
,3.4.1,A-0-1,Test Available,,,,,,,,,,,,,Webview,Webview,1,,,,,
,3.4.1,C-1-2,Not testable,,,,,,,,,,,,,Webview,Webview,-1,,,,,
,3.4.1,C-1-3,Test Available,,,,,,,"Does not test the full requirement as menti
oned in the CDD. Only verifies the WebView
Renderer returns null if multiprocess is not
enabled",,,138870530,,,Webview,Webview,2,,,,,
,3.4.1,C-1-4,Test Available,,,,android.app.cts.SearchManagerTest,public void.*,CtsAppTestCases,"Does not test the full requirement as menti
oned in the CDD. Only verifies the WebView
Renderer returns null if multiprocess is not
enabled",,,138870530,32813129,,Webview,Webview,1,,,,,
,3.4.1,H-0-1,Test Available,,,,,,,,,,,,,Webview,Webview,2,,,,,
,3.4.1,T-0-1,Test Available,,,,,,,,,,,,,Webview,Webview,2,,,,,
,3.4.2,C-1-2,Not testable,,,,,,,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.4.2,C-2-1,Not testable,,,,,,,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.4.2,H-0-1,Manually Testable Missing Test,,,,android.widget.toast.cts.LegacyToastTest,"testAddTwoToastViaTestApisWhenUidFocused
testAddSingleToastViaAddingWindowApisWhenUidFocused",CtsToasTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.5,C-0-2,Test Available,,,,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.5,C-0-3,Test Available,,,,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.5,C-0-4,Test Missing,,,,,,,No Traction,,,117427007,,,Framework(API compatibility),Framework,0,,,,,
,3.5,C-0-5,Test Missing,,,,android.systemui.cts.LightBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,No Traction,,,117427007,,,Framework(API compatibility),Framework,0,,,,,
,3.5,C-0-6,Test Available,,,,android.systemui.ctsLIghtBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,,,,,,,Framework,Framework,1,,,,,
,3.5,C-0-7,Test Available,,,,android.app.cts.SystemFeaturesTest,testLiveWallpaperFeature,CtsAppTestCases,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.5,C-0-8,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.5,C-0-9,Test Available,,,,"com.android.cts.verifier.screenpinning.
ScreenPinningTestActivity","com.android.cts.verifier.screenpinning.
ScreenPinningTestActivity.*",CtsVerifierScreenPinning,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.5.1,C-1-2,Manually Testable Missing Test,,,,"android.inputmethodservice.cts.hostside.
InputMethodServiceLifecycleTest","android.inputmethodservice.cts.hostside.
InputMethodServiceLifecycleTest.*",CtsInputMethodServiceHostTestCases,"Requires manual UI validation. OEMs are free to modify 
settings UI",,,,,,System UI,System UI,0.2,,,,,
,3.5.1,C-1-3,Not Testable,,,,android.systemintent.cts.TestSystemIntents,testSystemIntents,CtsSystemIntentTestCases,,,,,,,Framework (AI/Power management),Framework,-1,,,,,
,3.5.1,C-1-4,Not testable,,,,android.content.cts.AvailableIntentsTest,testRequestSetAutofillServiceIntent,CtsContentTestCases,,,,,,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,3.5.1,C-1-5,Not testable,,,,"com.android.cts.verifier.managedprovisoning
com.android.cts.deviceowner
com.android.cts.devicepolicy","com.android.cts.verifier.managedprovisoning.*
com.android.cts.deviceowner.*
com.android.cts.devicepolicy.*",CtsDevicePolicyManagerTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.5.1,C-1-6,Test Available,,,,android.content.pm.cts.FeatureTest,testManagedProfileSupport,CtsContentTestCases,,,,,,,Framework(API compatibility),Framework,2,,,,,
,3.5.1,C-1-7,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.5.1,C-1-8,Test Available,,,,,,,,,,123775223,,,Framework (AI/Power management),Framework,1,,,,,
,3.5.1,C-1-9,Test Available,,,,com.android.cts.deviceowner.DeviceOwnerProvisioningTest,testProvisionDeviceOwner(),CtsDevicePolicyManagerTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.6,C-0-2,Test Available,,,,,,,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.6,C-0-3,Test Available,,,,com.android.cts.managedprofile.PreManagedProfileTest,testIsProvisioningAllowedFalse(),CtsDevicePolicyManagerTestCases,,,,,,,Framework(API compatibility),Framework,1,,,,,
,3.6,C-0-4,Not testable,,,,com.android.cts.devicepolicy.CustomDeviceOwnerTest,testCannotSetDeviceOwnerWhenAccountPresent,CtsDevicePolicyManagerTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.6,C-0-5,Not testable,,,,,,,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.6,C-0-6,Not testable,,,,,,,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.8.1,C-1-2,Test Available,,,,com.android.cts.verifier.managedprovisioning.*,com.android.cts.verifier.managedprovisioning.*.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,2,,,,,
,3.8.1,C-2-1,Test Available,,,,com.android.cts.verifier.managedprovisioning,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,2,,,,,
,3.8.1,C-2-2,Test Available,,,,com.android.cts.verifier.managedprovisioning,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,2,,,,,
,3.8.1,C-2-3,Test Available,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,2,,,,,
,3.8.1,C-3-1,Test Available,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,2,,,,,
,3.8.1,C-4-1,Test Available,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,1,,,,,
,3.8.1,C-5-1,Test Available,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Launcher,Launcher,1,,,,,
,3.8.10,H-1-1,Manually Testable Missing Test,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,System UI,System UI,0.2,,,,,
,3.8.10,T-1-1,Not testable,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,System UI,System UI,-1,,,,,
,3.8.12,C-1-3,Not testable,,,,com.android.cts.devicepolicy.ManagedProfileTest,runManagedContactsTest(),CtsVerifierManagedProvisioning,"Compatibility violation by Xiaomin w.r.to location Modes
Bug for details",,,123360318,,,Location & Sensors,Location & Sensors,0.2,,,,,
,3.8.13,C-1-2,Test Available,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,,,,,Framework (others-Unicode and Font),Framework,2,,,,,
,3.8.13,C-1-4,Test Missing,,,,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,,New in Q,139317147,124445210,7537140,Framework(Activity/Window Manager),Framework,0,,,,,
,3.8.13,C-2-1,Not testable,,,,,,,,,New in Q,135777062,120955413,6940467,Framework (others-Unicode and Font),Framework,-1,,,,,
,3.8.13,C-2-2,Not testable,,,,,,,,,New in Q,135777062,120955413,6940467,Framework (others-Unicode and Font),Framework,-1,,,,,
,3.8.13,C-2-3,Not testable,,,,android.packageinstaller.externalsources.ctsExternalSourcesTest,testManageUnknownSourcesExists,CtsExternalSourcesTestCases,,,New in Q,135777062,120955413,6940467,Framework (others-Unicode and Font),Framework,-1,,,,,
,3.8.14,C-1-2,Test Available,,,,android.packageinstaller.externalsources.cts.ExternalSourcesTest,"blockedSourcesTest
allowedSourcesTest
defaultSourcesTest",CtsExternalSourcesTestCases,,,,,,,Framework (Input),Framework,1,,,,,
,3.8.14,C-1-3,Test Available,,,,android.harmfulappwarning.cts.HarmfulAppWarningTest,"testNormalLaunch
testLaunchAnyway
testUninstall
testDismissDialog",CtsHarmfulAppWarningHostTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.14,C-2-1,Test Missing,,,,android.media.cts.*,android.media.cts.*,CtsMediaTestCases,No Traction,,,131847802,,,Framework(Activity/Window Manager),Framework,0,,,,,
,3.8.14,C-2-2,Not testable,,,,android.media.cts.MediaCodecListTest,android.media.cts.MediaCodecListTest.*,CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,-1,,,,,
,3.8.14,C-2-3,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTest","testFindDecoderWithAacProfile
testFindEncoderWithAacProfile
testDecodeAacLcM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.14,C-3-1,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTest","testFindDecoderWithAacProfile
testFindEncoderWithAacProfile
testDecodeHeAacM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.14,C-3-2,Not testable,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTest","testFindDecoderWithAacProfile
testFindEncoderWithAacProfile
testDecodeAacEldM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,-1,,,,,
,3.8.14,C-3-3,Test Available,,,,"android.media.cts.EncoderTest
android.media.cts.MediaCodecListTest","testAMRNBEncoders()
testRequiredMediaCodecList()",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.14,C-3-4,Test Available,,,,"android.media.cts.EncoderTest
android.media.cts.MediaCodecListTest","testAMRWBEncoders()
testRequiredMediaCodecList()",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.14,C-3-5,Not testable,,,,"android.media.cts.DecoderTest
android.media.cts.EncoderTest","testDecodeAacLcM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,-1,,,,,
,3.8.14,C-3-6,Test Missing,,,,"android.media.cts.DecoderTest
android.media.cts.EncoderTest","testDecodeHeAacM4a()
testAACEncoders()",CtsMediaTestCases,,,,131847802,,,Framework(Activity/Window Manager),Framework,0,,,,,
,3.8.15,C-1-2,Test Available,,,,"android.media.cts.DecoderTest
android.media.cts.EncoderTest","testDecodeAacEldM4a()
testAACEncoders()",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.15,C-1-3,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTEst","testFindEncoderWithAacProfile
testFindDecoderWithAacProfile
testDeocdeAacLCM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.15,C-1-4,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTEst","testFindEncoderWithAacProfile
testFindDecoderWithAacProfile
testDecodeHeAacM4a()
testAACEncoders",CtsMediaTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,3.8.16,H-1-1,,,Yes,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.EncoderTEst","testFindEncoderWithAacProfile
testFindDecoderWithAacProfile
testDecodeAacEldM4a
testAACEncoders()",CtsMediaTestCases,,,,,,,,,,,,,,
,3.8.16,H-1-2,,,Yes,,android.media.cts.DecoderTest,testDecodeWav,CtsMediaTestCases,,,,,,,,,,,,,,
,3.8.16,H-1-3,,,Yes,,android.media.cts.EncoderTest,testOpusEncoders,CtsMediaTestCases,,,,,,,,,,,,,,
,3.8.16,H-1-4,,,Yes,,android.media.cts.MediaCodecTest,testPCMEncoding,CtsMediaTestCases,,,,,,,,,,,,,,
,3.8.16,H-2-1,,,Yes,,android.media.cts.MediaCodecTest,testFlacIdentity(),CtsMediaTestCases,,,,,,,,,,,,,,
,3.8.16,H-2-2,,,Yes,,,,,,,,,,,,,,,,,,
,3.8.2,C-1-2,Test Available,,,,,,,,,,,,,Launcher,Launcher,2,,,,,
,3.8.2,C-1-3,Test Available,,,,,,,,,,,,,Launcher,Launcher,2,,,,,
,3.8.2,C-2-1,Test Available,,,,android.media.cts.MediaCodecListTest,testCodecCharacterizations,CtsMediaTestCases,,,,,,,Launcher,Launcher,2,,,,,
,3.8.2,C-2-2,Test Available,,,,android.media.cts.MediaCodecListTest,testCodecCharacterizations,CtsMediaTestCases,,,,,,,Launcher,Launcher,2,,,,,
,3.8.3,A-0-1,Manually Testable Missing Test,,,,android.media.cts.MediaCodecListTest,testCodecCharacterizations,CtsMediaTestCases,Notification.CarExtender APIs are tested.,,,77152494,,,System UI,System UI,0.2,,,,,
,3.8.3,H-0-1,Test Available,,,,android.media.cts.MediaCodecListTest,testCodecCharacterizations,CtsMediaTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.3,H-0-2,Test Available,,,,android.media.cts.MediaCodecListTest,testMediaTypeInCodecNamesIsMeaningful,CtsMediaTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.3,H-0-3,Not testable,,,,"android.video.cts.VideoEncoderDecoderTest
android.video.cts.VideoDecoderPerfTest",verifyAchievableFrameRates,CtsVideoTestCases,,,,137375441,,,System UI,System UI,0,,,,,
,3.8.3,H-0-4,Manually Testable Missing Test,,,,android.media.cts.MediaCodecListTest,testAllHardwareAcceleratedVideoCodecsPublishPerformancePoints(),CtsMediaTestCases,Requires manual UI validation,,,,,,System UI,System UI,0.2,,,,,
,3.8.3,H-0-5,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeAacLcM4a()",CtsMediaTestCases,"This is testing the setChoicesApi and not if its
displayed",,,,,,System UI,System UI,1,,,,,
,3.8.3.1,A-0-1,Manually Testable Missing Test,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeOpus()",CtsMediaTestCases,,,New in Q,140768703,123357837,8085986,System UI,System UI,0.2,,,,,
,3.8.3.1,A-0-2,Manually Testable Missing Test,,,,android.media.cts.DecoderTestXheAac,"testDecodeUsacDrcEffectTypeM4a
testDecodeUsacStreamSwitchingM4a
testDecodeUsacSamplingRatesM4a",CtsMediaTestCases,,,New in Q,140768703,123357837,8085986,System UI,System UI,0.2,,,,,
,3.8.3.1,C-1-2,Test Missing,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeHeAacM4a()",CtsMediaTestCases,,,,137375441,,,System UI,System UI,-1,,,,,
,3.8.3.1,C-1-3,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeHeAacV2M4a()",CtsMediaTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.3.1,C-1-4,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeAacEldM4a()",CtsMediaTestCases,,,,,,,System UI,System UI,1,,,,,
,3.8.3.1,C-1-5,Not testable,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeFlac()",CtsMediaTestCases,Requires  validation of UI elements in sysUI,,,123031181,,,System UI,System UI,-1,,,,,
,3.8.3.1,C-1-6,Manually Testable Missing Test,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeMp3Lame()",CtsMediaTestCases,System UI Modifiable by OEMS.,,,123031181,,,System UI,System UI,0.2,,,,,
,3.8.3.1,C-2-1,Test Available,,,,,,,,,,,,,System UI,System UI,1,,,,,
,3.8.3.1,C-3-1,Manually Testable Missing Test,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeVorbis()",CtsMediaTestCases,"The API is tested.CTS-V test required to verify the requirement
as stated",,,137375441,,,System UI,System UI,0.2,,,,,
,3.8.3.1,C-3-2,Not testable,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
android.media.cts.MediaCodecTest","testRequiredMediaCodecList()
testDecodeWav()
testFlacIdentity()",CtsMediaTestCases,The API is tested in NotificationManagerTests,,,,,,System UI,System UI,-1,,,,,
,3.8.3.2,C-0-2,Test Available,,,,android.media.cts.DecoderTest,"testDecodeAacLcMcM4a()
testDecodeHeAacMcM4a()",CtsMediaTestCases,Closest test,,,,,,System UI,System UI,1,,,,,
,3.8.3.2,C-1-1,Test Available,,,,android.media.cts.DecoderTestAacDrc,"testDecodeAacDrcFullM4a()
testDecodeAacDrcHalfM4a() 
testDecodeAacDrcOffM4a()
testDecodeAacDrcHeavyM4a()
testDecodeAacDrcClipM4a()",CtsMediaTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.3.2,C-1-2,Not testable,,,,android.media.cts.DecoderTestAacDrc,testDecodeUsacLoudnessM4a,CtsMediaTestCases,Requires Manual Validation of UI elements in sysUI,,,,,,System UI,System UI,-1,,,,,
,3.8.3.3,C-1-3,Test Missing,,,,android.media.cts.DecoderTestXheAac,"testDecodeUsacLoudnessM4a
testDecodeUsacDrcEffectTypeM4a",CtsMediaTestCases,Punted to R,,,132272452,,,System UI,System UI,0,,,,,
,3.8.4,A-1-1,Not testable,,,,android.medi.cts.MediaCodecTest,testPCMEncoding,CtsMediaTestCases,,,,,,,Framework (AI/Assistant/Speech),Framework,-1,,,,,
,3.8.4,A-1-1,Not testable,,,,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,,,,,,Framework (AI/Assistant/Speech),Framework,-1,,,,,
,3.8.4,C-2-1,Not testable,,,,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,,,,,,Framework(API compatibility),Framework,-1,,,,,
,3.8.4,C-2-2,Not testable,,,,android.graphics.cts.Bitmap_CompressFormatTest,"testValueOf()
testValues()",CtsGraphicsTestCases,,,,,,,Framework (AI/Assistant/Speech),Framework,-1,,,,,
,3.8.4,H-1-1,,,,,,,,,,,,,,,,,,,,,
,3.8.5,C-1-2,Test Available,,,,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.6,C-1-2,Test Available,,,,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.6,C-1-3,,,,,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,,,,,,,,,,,,,
,3.8.6,C-2-1,Test Available,,,,android.graphics.cts.BitmapFactoryTest,testDecodeStream3,CtsGraphicsTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.6,C-2-2,Test Available,,,,android.graphics.cts.BitmapFactoryTest,testDecodeStream4,CtsGraphicsTestCases,,,,,,,System UI,System UI,2,,,,,
,3.8.8,C-1-2,Test Available,,,,android.graphic.cts.BitmapFactoryTest,testDng,CtsGraphicsTestCases,,,,,,,Framework(Settings UI),Framework,1,,,,,
,3.8.9,C-1-2,Test Available,,,,android.media.cts.MediaMetadataRetrieverTest,testGetImageAtIndex(),CtsMediaTestCases,,,,,,,Framework (Input),Framework,1,,,,,
,3.8.9,C-2-1,Test Available,,,,,,,,,,,,,Framework(Settings UI),Framework,2,,,,,
,3.9,H-1-1,Test Available,,,,andriod.media.cts.ImageReaderDecoderTest,android.media.cts.ImageReaderDecoderTest.*,CtsMediaTestCases,,,,,,,Enterprise,Enterprise,1,,,,,
,3.9,H-1-2,Test Available,,,,,,,,,,,,,Enterprise,Enterprise,2,,,,,
,3.9.1.1,C-1-2,Not testable,,,,,,,,,,,,,Enterprise,Enterprise,-1,,,,,
,3.9.1.1,C-1-4,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testAllNonTunneledVideoCodecs SupportFlexibleYUV,CtsMediaTestCases,,,,,,,Enterprise,Enterprise,2,,,,,
,3.9.1.1,C-1-5,Not testable,,,,android.medi.cts.EncodeDecodeTest,"testEncodeDecodeVideoFromBufferToBuffer*
testEncodeDecodeVideoFromBufferToSurface*
testEncodeDecodeVideoFromSurfaceToSurface*",CtsMediaTestCases,,,,80425698,,,Enterprise,Enterprise,-1,,,,,
,3.9.1.1,C-1-6,Test Available,,,,,,,,,,,,,Enterprise,Enterprise,2,,,,,
